THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,CLASS
0.6717928647994995,0.8918228149414062,-0.024422263726592064,0.6893296241760254,0.8292571306228638,-0.03698858991265297,0.6663426160812378,0.7930313944816589,-0.04987456277012825,0.6332510709762573,0.7826207280158997,-0.062032826244831085,0.6515045166015625,0.7328323125839233,-0.01919223926961422,0.6628184914588928,0.6569034457206726,-0.04007021337747574,0.6690823435783386,0.6100866794586182,-0.05522158741950989,0.6726842522621155,0.5685626864433289,-0.06539437919855118,0.6176343560218811,0.7375841736793518,-0.02406364493072033,0.6035483479499817,0.647602915763855,-0.047540027648210526,0.5997762680053711,0.5922776460647583,-0.06346521526575089,0.5938869118690491,0.5426828265190125,-0.07265392690896988,0.5899208784103394,0.7664858102798462,-0.03180357441306114,0.5822991728782654,0.7051522135734558,-0.06840071082115173,0.6085436940193176,0.7463404536247253,-0.07556949555873871,0.6228417754173279,0.7831422686576843,-0.07070537656545639,0.567628800868988,0.8120185732841492,-0.040933988988399506,0.5707399845123291,0.7688367366790771,-0.07109029591083527,0.5948054790496826,0.793229341506958,-0.07184245437383652,0.6087344288825989,0.8219733238220215,-0.06570833176374435,3
0.6826775074005127,0.8622159957885742,-0.020480314269661903,0.6994393467903137,0.7982292175292969,-0.031171593815088272,0.6811965703964233,0.7512847185134888,-0.04266366735100746,0.6471320986747742,0.7285482883453369,-0.05339638143777847,0.6675465106964111,0.7028259634971619,-0.015653008595108986,0.6853724718093872,0.6240639686584473,-0.03481980413198471,0.6935659646987915,0.5741568803787231,-0.04828730225563049,0.698482096195221,0.5300447344779968,-0.05717084929347038,0.6324864625930786,0.7055436968803406,-0.020879214629530907,0.6229711174964905,0.6125502586364746,-0.04153947904706001,0.617254376411438,0.5571469068527222,-0.0544777438044548,0.6106968522071838,0.5099992752075195,-0.061457861214876175,0.6033210754394531,0.7329767346382141,-0.028452208265662193,0.5966066122055054,0.659538984298706,-0.06295981258153915,0.6194441914558411,0.7002595067024231,-0.0680379644036293,0.6344181895256042,0.7390474081039429,-0.062078628689050674,0.5814136266708374,0.7774945497512817,-0.03706448897719383,0.590054988861084,0.7373003363609314,-0.06951160728931427,0.6159110069274902,0.7654052376747131,-0.07129474729299545,0.6329671144485474,0.7971441149711609,-0.0647018626332283,3
0.6879423260688782,0.8621091842651367,-0.0185594130307436,0.704744815826416,0.7962972521781921,-0.02912766858935356,0.6871927380561829,0.7496058940887451,-0.04120548069477081,0.6529862284660339,0.7289946675300598,-0.052349817007780075,0.6748069524765015,0.7001566886901855,-0.015024255029857159,0.6959764957427979,0.619125247001648,-0.033861346542835236,0.7050414085388184,0.5693917274475098,-0.04665127769112587,0.7092199325561523,0.5242575407028198,-0.05543828383088112,0.6390604972839355,0.7031071782112122,-0.021848347038030624,0.6324443817138672,0.6073443293571472,-0.043798916041851044,0.6266211271286011,0.551685094833374,-0.05702793598175049,0.6173756718635559,0.5045048594474792,-0.06414772570133209,0.6089972257614136,0.731161892414093,-0.030817359685897827,0.6053977012634277,0.6584659814834595,-0.06689959764480591,0.6301974654197693,0.7062135934829712,-0.07119853049516678,0.64450603723526,0.7495011687278748,-0.06412405520677567,0.586396336555481,0.7763477563858032,-0.040709979832172394,0.59742271900177,0.7384102940559387,-0.07384636253118515,0.6248375177383423,0.7680704593658447,-0.07553472369909286,0.6414607763290405,0.8004395961761475,-0.0688595175743103,3
0.694713294506073,0.8618420958518982,-0.018550340086221695,0.7102605104446411,0.7935272455215454,-0.028687268495559692,0.6931977868080139,0.7484633326530457,-0.04030493646860123,0.6600140929222107,0.729403555393219,-0.05098565295338631,0.6818014979362488,0.698911726474762,-0.015839891508221626,0.7028890252113342,0.6165962219238281,-0.0342411994934082,0.712160050868988,0.565901517868042,-0.046619053930044174,0.716598391532898,0.5195963978767395,-0.05525253340601921,0.6450347900390625,0.7041141986846924,-0.0227450430393219,0.6372506022453308,0.6070470809936523,-0.04477895051240921,0.6321169137954712,0.5510205030441284,-0.058062728494405746,0.6237382888793945,0.5043284893035889,-0.06534868478775024,0.6141502857208252,0.7334879040718079,-0.03169597312808037,0.6105025410652161,0.6579905152320862,-0.06902363151311874,0.6355223059654236,0.705099880695343,-0.07443287968635559,0.649884045124054,0.7495496869087219,-0.06800918281078339,0.5918147563934326,0.7781939506530762,-0.041388846933841705,0.6064866185188293,0.7402635812759399,-0.07594276964664459,0.6339433193206787,0.7739732265472412,-0.07840673625469208,0.6494983434677124,0.8099692463874817,-0.07225050777196884,3
0.6971162557601929,0.8582147359848022,-0.016564521938562393,0.7127560377120972,0.7901332974433899,-0.026150329038500786,0.6981632709503174,0.7441785335540771,-0.037562064826488495,0.6664797067642212,0.7226043939590454,-0.048158738762140274,0.6841599941253662,0.697727620601654,-0.014421571046113968,0.705944836139679,0.6168283224105835,-0.03246714919805527,0.7158769369125366,0.5682308673858643,-0.0446900837123394,0.7205389738082886,0.5232776403427124,-0.05316336825489998,0.6484895348548889,0.7024532556533813,-0.022033898159861565,0.6422553658485413,0.6049885153770447,-0.042983122169971466,0.6403848528862,0.5504643321037292,-0.0549640879034996,0.6339849233627319,0.5050038695335388,-0.0614963173866272,0.6179915070533752,0.7316533923149109,-0.03164375200867653,0.614747166633606,0.655643105506897,-0.0669969916343689,0.6413337588310242,0.7023400664329529,-0.07068965584039688,0.6554832458496094,0.7460184097290039,-0.06366109102964401,0.5959935188293457,0.776590883731842,-0.04197637736797333,0.6112161874771118,0.7348118424415588,-0.07423461228609085,0.6373621225357056,0.7684248089790344,-0.07489092648029327,0.6499496698379517,0.8048077821731567,-0.06793814897537231,3
0.698996365070343,0.8559388518333435,-0.014991307631134987,0.7145212292671204,0.7874143123626709,-0.023783838376402855,0.6997738480567932,0.7408016920089722,-0.0348837710916996,0.6666282415390015,0.72160404920578,-0.04509742185473442,0.6871602535247803,0.696945309638977,-0.011699788272380829,0.709212601184845,0.6168237328529358,-0.02946987934410572,0.7195059657096863,0.5688375234603882,-0.0417664535343647,0.7242715954780579,0.5239102840423584,-0.050515010952949524,0.6521838903427124,0.7007840275764465,-0.02005595527589321,0.6466993689537048,0.6043725609779358,-0.041163984686136246,0.646795392036438,0.5506253838539124,-0.052754905074834824,0.6412690877914429,0.5051751732826233,-0.059056490659713745,0.6216576099395752,0.7293052077293396,-0.030484827235341072,0.6204535961151123,0.6529240608215332,-0.06606415659189224,0.6473809480667114,0.7043195366859436,-0.06814876943826675,0.6600300669670105,0.749576210975647,-0.05982530862092972,0.5992592573165894,0.7735872864723206,-0.04162006080150604,0.6163071990013123,0.7300861477851868,-0.0736081674695015,0.6411617994308472,0.7654620409011841,-0.07335010915994644,0.6508616805076599,0.8024972677230835,-0.06583835929632187,3
0.698570728302002,0.8543420433998108,-0.015379409305751324,0.7146250009536743,0.7848590612411499,-0.02412395179271698,0.7003358602523804,0.7368311882019043,-0.03509051352739334,0.6666256785392761,0.7196468114852905,-0.045013099908828735,0.686013400554657,0.6961521506309509,-0.011548501439392567,0.708849310874939,0.6154963374137878,-0.02894245833158493,0.7196566462516785,0.5674628615379333,-0.04060960188508034,0.7245911955833435,0.5231183171272278,-0.04887997731566429,0.6515214443206787,0.6990936398506165,-0.019696811214089394,0.6446909308433533,0.6020753383636475,-0.040972765535116196,0.6447029709815979,0.5478047132492065,-0.05223466083407402,0.6389673948287964,0.5014305114746094,-0.05803106352686882,0.6219545602798462,0.7273545861244202,-0.029868893325328827,0.6206486225128174,0.652489423751831,-0.06499172002077103,0.648155927658081,0.7037848830223083,-0.06588912755250931,0.6604626774787903,0.748426616191864,-0.05654613673686981,0.6003949046134949,0.7715114951133728,-0.04089267924427986,0.6172181963920593,0.7270458340644836,-0.07204481214284897,0.642229437828064,0.7604871392250061,-0.07082774490118027,0.6513609290122986,0.79638671875,-0.06256332248449326,3
0.6966478824615479,0.8506938815116882,-0.015811052173376083,0.7124128937721252,0.7807331681251526,-0.0245406124740839,0.6976799368858337,0.7333783507347107,-0.035485219210386276,0.6650037169456482,0.7185494303703308,-0.04521104693412781,0.683826744556427,0.6919184923171997,-0.010539631359279156,0.7068454027175903,0.6118663549423218,-0.02728612907230854,0.7173138856887817,0.5636836290359497,-0.03873426839709282,0.7223309874534607,0.5197973251342773,-0.047110993415117264,0.6491976976394653,0.6951921582221985,-0.018673107028007507,0.6418715119361877,0.5989610552787781,-0.04044368490576744,0.6403993964195251,0.5432463884353638,-0.053044866770505905,0.634080708026886,0.49595075845718384,-0.05987526476383209,0.6198465824127197,0.7236515879631042,-0.028821490705013275,0.6187434792518616,0.6499189138412476,-0.06428728252649307,0.645703136920929,0.6982863545417786,-0.06629223376512527,0.6581607460975647,0.7416488528251648,-0.057726263999938965,0.5989358425140381,0.7674580216407776,-0.0398770235478878,0.6156725883483887,0.7233386039733887,-0.07146347314119339,0.6419388651847839,0.7557744383811951,-0.0710056945681572,0.6525893211364746,0.7911445498466492,-0.06328506022691727,3
0.6949791312217712,0.8497219085693359,-0.0163422841578722,0.7097044587135315,0.7783949971199036,-0.025083355605602264,0.6949482560157776,0.7310355305671692,-0.035932932049036026,0.6627326011657715,0.7166058421134949,-0.04548613354563713,0.6816891431808472,0.6918902397155762,-0.01201601792126894,0.7051547765731812,0.6102426052093506,-0.029400883242487907,0.716035783290863,0.5619003772735596,-0.040817324072122574,0.7212817668914795,0.5179023742675781,-0.04898863285779953,0.6466429233551025,0.695031464099884,-0.019874095916748047,0.6392964720726013,0.5972257852554321,-0.04234274849295616,0.6383348107337952,0.541411817073822,-0.054541923105716705,0.6324216723442078,0.49439293146133423,-0.06088314205408096,0.6170524954795837,0.7231093645095825,-0.029783746227622032,0.6163482069969177,0.6487239599227905,-0.06563527137041092,0.6436784863471985,0.6985486745834351,-0.06675584614276886,0.6563369035720825,0.7426164746284485,-0.057379916310310364,0.5960001945495605,0.766257643699646,-0.04070030525326729,0.6133713126182556,0.7220323085784912,-0.07217227667570114,0.639054000377655,0.7549327611923218,-0.07118093967437744,0.6487981081008911,0.7904634475708008,-0.06305480003356934,3
0.6918659210205078,0.8467414379119873,-0.017901675775647163,0.7078348398208618,0.7783475518226624,-0.02794640138745308,0.6942452788352966,0.7298791408538818,-0.039671506732702255,0.6651166081428528,0.7021664381027222,-0.05018503591418266,0.6762512922286987,0.6900737285614014,-0.015031996183097363,0.698976457118988,0.6087026000022888,-0.03481275215744972,0.7098309397697449,0.5598049163818359,-0.047422606498003006,0.7158794403076172,0.5151817202568054,-0.055541373789310455,0.6410510540008545,0.6943928599357605,-0.02207263931632042,0.6339440941810608,0.5946455597877502,-0.04561359062790871,0.6345136165618896,0.539169430732727,-0.05781101435422897,0.6310510039329529,0.49317502975463867,-0.06354766339063644,0.6110407114028931,0.7226802706718445,-0.031403180211782455,0.6117553114891052,0.6500288248062134,-0.06862905621528625,0.6400600671768188,0.6974740624427795,-0.07043208181858063,0.6536839604377747,0.7401453852653503,-0.061099935322999954,0.590029776096344,0.7658750414848328,-0.04165254533290863,0.6074119806289673,0.7216606736183167,-0.07360495626926422,0.6325470805168152,0.755068302154541,-0.07220761477947235,0.6415873765945435,0.7901422381401062,-0.06340701878070831,3
